ind,node,weekday_in_core,weekday_out_core,weekend_in_core,weekend_out_core,weekday_in_core_lvl,weekday_out_core_lvl,weekend_in_core_lvl,weekend_out_core_lvl,weekday_ksc_ent_in,weekday_ksc_ent_out,weekend_ksc_ent_in,weekend_ksc_ent_out
206,BANGKIT,10304.0,10727.0,8880,9211,1,1,1,1,0.5604184921903897,0.39018402129802277,0.5164124867896696,0.35287217490069656
207,LAKESIDE,10407.0,10727.0,9122,9213,1,1,1,1,0.5614403150543751,0.3263772853852288,0.46100121154618867,0.29257360257598575
208,SUNGEI ROAD,10407.0,10395.0,9543,9217,1,1,1,1,0.28474234444355057,0.4243760133668269,0.27417967308601665,0.41576746111667706
209,HOUGANG WEST,10429.0,10108.0,8880,8634,1,1,1,1,0.317745126973205,0.4991447855651855,0.2529555046042528,0.3319043472856808
210,BIDADARI,10738.0,10984.0,8622,9044,1,1,1,1,0.09608923647207619,0.218590240827496,0.09964431632819659,0.1915509434177531
211,KAMPONG JAVA,10757.0,10727.0,9122,8722,1,1,1,1,0.4848024028689287,0.35430035377617114,0.3532057294550246,0.35028190836229417
212,GEYLANG BAHRU,10757.0,10734.0,8880,9217,1,1,1,1,0.39650353635285696,0.2072805350818871,0.304008238127667,0.2028811206526114
213,BENCOOLEN,10757.0,10727.0,9499,9211,1,1,1,1,0.2083702191231336,0.4457013984975983,0.20722640205613108,0.5222818783386742
214,PEOPLE'S PARK,10757.0,10824.0,8742,9217,1,1,1,1,0.7559907070206525,0.3568768278191042,0.792626380564125,0.36961872007991287
215,BRAS BASAH,10757.0,10727.0,8975,9211,1,1,1,1,0.5269401682179141,0.5702535789662208,0.5353739900339177,0.573788282121766
216,CRAWFORD,10757.0,10727.0,9188,9217,1,1,1,1,0.43618902295413536,0.48234476080205285,0.3175143339047039,0.48754984406246715
217,KALLANG BAHRU,10757.0,10734.0,8880,8868,1,1,1,1,0.44400538898677033,0.24640243769944944,0.40274897707059215,0.2798403733259714
218,BALESTIER,10757.0,10727.0,9543,9217,1,1,1,1,0.4931863295794476,0.522438673351624,0.4471877583680892,0.48074371205014915
219,CHINA SQUARE,10835.0,10727.0,9543,8746,1,1,1,1,0.2483959711844175,0.6322158227917786,0.21011866535583607,0.6457597878824034
220,COMMONWEALTH,11787.0,12089.0,9543,9574,1,1,1,1,0.6684228090963517,0.4688606741772765,0.681319087932513,0.4998998025219388
221,MEI CHIN,11787.0,12089.0,9543,9574,1,1,1,1,0.6481637730141152,0.4052828268160713,0.6586804487811398,0.491381176867627
222,SINGAPORE POLYTECHNIC,11787.0,12089.0,8506,8411,1,1,1,1,0.24548698964054458,0.6107892002293988,0.28276354059092795,0.8052676967240219
223,BOON KENG,11837.0,12089.0,9543,9574,1,1,1,1,0.2572249481934384,0.14924649513395546,0.2100675093689156,0.15705890030440225
224,ANAK BUKIT,12020.0,12089.0,9543,9574,1,1,1,1,0.7329415250702922,0.8220828958869763,0.754953284619444,0.7389072814785413
225,ANCHORVALE,12020.0,12089.0,9543,9574,1,1,1,1,0.28079429988577614,0.11223935773523176,0.2162279997730324,0.09747107711863714
226,TECK WHYE,12020.0,12089.0,9543,9574,1,1,1,1,0.5306713054738575,0.5568074983537818,0.5851229523323324,0.5890579980734294
227,UPPER THOMSON,12020.0,12089.0,9543,9574,1,1,1,1,0.6005444266879909,0.6424394786577584,0.5985252007218939,0.6544622698492264
228,JOO KOON,12020.0,12089.0,9543,9217,1,1,1,1,0.718189685093817,0.758517625984283,0.9083768359318996,0.8446137788160982
229,JELEBU,12020.0,12089.0,9543,9574,1,1,1,1,0.7817086471243241,0.7704702729093222,0.7861182341138734,0.784047745516064
230,POTONG PASIR,12020.0,11626.0,9543,9411,1,1,1,1,0.4015818838836012,0.5239196037105166,0.32852650702930675,0.5296088200191471
231,WATERWAY EAST,12020.0,12089.0,9543,9574,1,1,1,1,0.08564177850778745,0.06911195620571224,0.0672254943364562,0.06344073785619063
232,FERNVALE,12020.0,12089.0,9543,9574,1,1,1,1,0.6385012342455105,0.4187935209707639,0.5686466367766257,0.34817582423193555
233,NATIONAL UNIVERSITY OF S'PORE,12020.0,12089.0,8506,8431,1,1,1,1,0.23837309278693128,0.26887997038499856,0.22178065827181,0.28632931404442313
234,GUILIN,12020.0,12089.0,9543,9574,1,1,1,1,0.7687074558815974,0.6036590272269778,0.757711023319055,0.6015757955597064
235,REDHILL,12020.0,12089.0,9543,9574,1,1,1,1,0.5714886406752863,0.4341570538236626,0.5778492172974251,0.41561326423346034
236,FRANKEL,12020.0,10984.0,9543,9306,1,1,1,1,0.4040674125031184,0.40220302737078756,0.39129273123874925,0.3967860442198161
237,TURF CLUB,12020.0,12089.0,9543,9574,1,1,1,1,0.40582728142161034,0.5617820283127005,0.40454830170777806,0.5005034968834645
238,SINGAPORE GENERAL HOSPITAL,12020.0,12089.0,9543,9574,1,1,1,1,0.33600577128187553,0.30060105741844045,0.3764755018860896,0.3515842356117251
239,BUGIS,12020.0,12089.0,9543,9574,1,1,1,1,0.43451730433408514,0.449968221498908,0.3943862138609145,0.44250459831858946
240,GOMBAK,12020.0,12089.0,9543,9574,1,1,1,1,0.3448637439939628,0.47630524073762953,0.34897040582316163,0.5553831834972576
241,MARINA CENTRE,12020.0,12089.0,9543,9574,1,1,1,1,0.31467697066648265,0.32224886572473377,0.33690267726794537,0.37756136677041274
242,BEDOK RESERVOIR,12020.0,12089.0,9543,9574,1,1,1,1,0.16748418615351976,0.09744991103337164,0.18989264434624975,0.11810562960284639
243,XILIN,12020.0,12089.0,9543,9574,1,1,1,1,0.41202002614285727,0.08298229735663859,0.3873906112026157,0.07574906185478024
244,TOA PAYOH WEST,12020.0,12089.0,9543,9574,1,1,1,1,0.42138051951033634,0.5567477128799625,0.24123693838185076,0.5774972180789815
