ind,node,weekday_spreader,weekday_susceptible,weekend_spreader,weekend_susceptible
241,SHANGRI-LA,0.280331218167315,0.280382207455041,0.288677109163687,0.279788148210728
242,YIO CHU KANG WEST,0.255241658858118,0.213724860059313,0.259834963478059,0.21635855543308
243,TOWNSVILLE,0.36040906609491,0.234456867573442,0.370583853631878,0.227717058874377
244,YIO CHU KANG EAST,0.196425876880412,0.145783788678542,0.158954528550762,0.145351671968769
245,SELETAR HILLS,0.180514999773582,0.190154805151537,0.178172517122867,0.159936716323405
246,SERANGOON NORTH IND ESTATE,0.176368482622042,0.14195168331126,0.137735726906866,0.09225074924062
247,SEMBAWANG HILLS,0.220315142377181,0.199095406370036,0.227028223185655,0.203689342923222
248,TAGORE,0.22669610080874,0.25973455027742,0.223718898983574,0.246336978916992
249,YIO CHU KANG NORTH,0.17097647232673,0.188758612923216,0.137573187295643,0.149733923631989
250,CENTRAL WATER CATCHMENT,0.275631249212862,0.292893539690773,0.299051156214346,0.315783220601258
251,SPRINGLEAF,0.149463329967042,0.171801506110763,0.150121820044455,0.176767886056673
252,NEE SOON,0.155879324309817,0.147689750691552,0.158670172474556,0.154202143594835
253,SENGKANG WEST,0.08176265711415,0.097906761169101,0.079022272826548,0.104631594854398
254,MANDAI WEST,0.091386023577557,0.074711548947884,0.091719747855187,0.094391530410556
255,TOA PAYOH CENTRAL,0.692354676126213,0.713795365298823,0.685215693309468,0.675203264297078
256,BALESTIER,0.369631270761245,0.367141932205831,0.351817523023104,0.35747022585391
257,TOA PAYOH WEST,0.431845353789978,0.387383010381756,0.415455701814338,0.308077249562573
258,BOON TECK,0.2307431228445,0.262197448333052,0.227032894159586,0.278261169187214
259,BRADDELL,0.281194002792624,0.26458347592936,0.272444444281267,0.246127892193338
260,PEI CHUN,0.138491335402712,0.12138661927152,0.144490401833885,0.117532360090873
261,LORONG 8 TOA PAYOH,0.250702356466546,0.304143321218046,0.243873364790435,0.297375967248901
262,KIM KEAT,0.162809658049775,0.184280642734069,0.142287811836511,0.177105433784803
263,MOUNT PLEASANT,0.186870687459599,0.195693979862154,0.176138995610073,0.178946562028683
264,BUKIT BATOK CENTRAL,0.586386277426797,0.595122445826294,0.586580057885068,0.595294617527683
265,GUILIN,0.433696925273236,0.472775644946656,0.436367296193404,0.471339297966355
266,ANAK BUKIT,0.51010689519854,0.467807410164681,0.479184970252923,0.476167846632663
267,BUKIT BATOK SOUTH,0.275041191170556,0.275502152466132,0.277029015613319,0.283928073590455
268,BUKIT BATOK WEST,0.248297865519192,0.270741732570317,0.264421608423214,0.266585437160096
269,BUKIT BATOK EAST,0.302373809516675,0.260069799586573,0.335075947731558,0.271264963588952
270,BRICKWORKS,0.270693398348847,0.247041589173881,0.280670318991051,0.248610614146859
271,HONG KAH NORTH,0.303740216902693,0.26748324627598,0.305151012233745,0.273639193234135
272,GOMBAK,0.439624115557707,0.369473959628526,0.464839500313563,0.366442132922319
273,HILLVIEW,0.235914776669406,0.264219127229717,0.237177764459503,0.27266102590542
274,SWISS CLUB,0.272149817955346,0.266055125498646,0.267926560885733,0.273585432578422
275,NATURE RESERVE,0.273718458766421,0.276050147422309,0.276815116654924,0.280378242238334
276,HILLCREST,0.239070364541153,0.202674174710655,0.228975024607224,0.20534631295729
277,SERANGOON CENTRAL,0.58681524279652,0.433201723590459,0.566638536716806,0.532173505890789
278,SERANGOON GARDEN,0.352218829690954,0.231256588927605,0.331118049044268,0.238137023615939
279,KOVAN,0.33065795513612,0.279103449420727,0.283859407721421,0.288399058286835
280,LORONG AH SOO,0.339143425791689,0.278072034044484,0.301587654767872,0.298417107406727
281,SERANGOON NORTH,0.289501614365028,0.241918413044081,0.270230642519083,0.212892983910891
282,UPPER PAYA LEBAR,0.24570992385886,0.200467029663288,0.253112839817197,0.290983428737556
283,LORONG CHUAN,0.245603128530704,0.233182688045707,0.205492226442734,0.215357410376637
284,TAI SENG,0.315427312213445,0.233567967082734,0.214460056601252,0.195110013776267
285,BIDADARI,0.252798923649611,0.186588755373692,0.222043227550622,0.175034220392146
286,SEMBAWANG CENTRAL,0.661908225782296,0.661756888920511,0.67298203650338,0.672411598214384
287,SEMBAWANG NORTH,0.222454739778792,0.231031630404217,0.231706171980293,0.253111595592814
288,ADMIRALTY,0.208843110666718,0.247790647925728,0.227581694576307,0.26890853238554
289,SEMBAWANG SPRINGS,0.244350574502988,0.236141951801614,0.268516761636118,0.267438934697007
290,SEMBAWANG EAST,0.178361119099607,0.187962895671436,0.182246742890673,0.199375829372595
291,SENOKO NORTH,0.225711781017907,0.212778284021328,0.21864790152724,0.1919529793297
292,MANDAI EAST,0.188503128722509,0.189445786764908,0.202978062538266,0.196223641631284
293,SEMBAWANG STRAITS,0.08115919514361,0.062384125815626,0.082871195522352,0.066848557215762
294,THE WHARVES,0.140052082878409,0.072357199937984,0.145353274526085,0.090716155796616
295,TUAS BAY,0.283063297205037,0.299856673691092,0.282660310615058,0.303946913211118
296,TUAS NORTH,0.260648400561401,0.232052517332668,0.244729940649764,0.224537082600919
297,TUAS PROMENADE,0.293697156924897,0.281324137725437,0.318811247355513,0.295284247472771
298,TUAS VIEW,0.111231815307039,0.15541755366668,0.127896611311484,0.201631845168892
299,TUAS VIEW EXTENSION,0,0,0,0
300,TENGEH,0.045769624052379,0,0.030802643119922,0.058141828156194
301,DEFU INDUSTRIAL PARK,0.175476236432069,0.217249853087377,0.155865146539654,0.213797015866831
302,AIRPORT ROAD,0.067753369853333,0.122461204051051,0.043953856188857,0.080709050943577
303,EAST COAST,,,0,0
304,MARINA EAST (MP),,,0,0
